TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,LoginAttempts,TimeGap,TransactionHour,DBSCAN_Cluster
101.04000000000002,27.0,160.0,1695.5699999999997,1.0,694910.6,18.0,0
74.42000000000002,49.0,68.0,6264.21,1.0,499128.11666666664,17.0,0
39.660000000000025,52.0,169.0,8497.34,1.0,771350.45,16.0,0
99.35999999999999,40.0,46.0,1272.12,1.0,784273.35,16.0,0
123.85,56.0,244.0,3959.62,1.0,628639.1333333333,18.0,0
426.93,19.0,248.0,476.1899999999996,1.0,453064.2,17.0,0
133.73,25.0,123.0,1872.2200000000003,1.0,774227.6666666666,16.0,0
222.39,49.0,73.0,3117.39,1.0,631657.8833333333,16.0,0
215.94,22.0,140.0,1841.69,1.0,745444.0333333333,16.0,0
6.300000000000011,80.0,283.0,7697.68,5.0,468799.31666666665,18.0,-1
826.23,29.0,209.0,7580.59,1.0,752622.2166666667,16.0,0
416.37,35.0,67.0,7936.91,1.0,561114.3666666667,16.0,0
131.46,67.0,258.0,6642.33,1.0,775654.3,16.0,0
202.86,61.0,149.0,7642.25,1.0,765524.1333333333,17.0,0
268.39,26.0,171.0,136.73999999999978,1.0,715061.4333333333,18.0,0
194.85,23.0,130.0,319.84000000000015,4.0,602837.6666666666,16.0,1
137.35,40.0,220.0,12662.66,1.0,843238.1,18.0,0
712.75,44.0,25.0,8126.06,1.0,759781.9333333333,17.0,0
353.82,42.0,143.0,705.75,1.0,825968.6833333333,17.0,0
507.25,73.0,143.0,5331.57,1.0,533689.5333333333,17.0,0
212.74,27.0,128.0,7645.47,1.0,468794.25,18.0,0
364.42,51.0,146.0,8119.73,1.0,562501.8166666667,17.0,0
195.12,46.0,144.0,6101.15,1.0,673347.9166666666,17.0,0
230.61,80.0,204.0,2561.42,1.0,614368.45,16.0,0
739.28,58.0,47.0,11905.64,1.0,725245.0333333333,16.0,0
390.35,64.0,61.0,7095.88,1.0,582573.25,18.0,0
242.03,58.0,124.0,4382.73,1.0,866398.5166666667,16.0,0
242.39,18.0,271.0,1328.73,1.0,503497.3333333333,16.0,0
135.02999999999997,23.0,180.0,1278.0,1.0,890827.8666666667,17.0,0
83.5,61.0,91.0,1749.79,5.0,775519.7833333333,18.0,-1
193.54,80.0,267.0,2929.51,1.0,542365.3833333333,16.0,0
617.36,29.0,61.0,8926.38,1.0,502024.1,17.0,0
775.23,59.0,38.0,5977.59,1.0,654686.9833333333,16.0,0
266.57,72.0,100.0,7676.92,1.0,582662.1833333333,17.0,0
153.4,45.0,144.0,4657.7,1.0,840391.1833333333,17.0,0
946.94,53.0,251.0,5579.11,1.0,473208.06666666665,17.0,0
5.1200000000000045,34.0,90.0,3293.01,1.0,558242.0833333334,16.0,0
119.11000000000001,57.0,131.0,7998.25,1.0,709418.0333333333,16.0,0
1096.6999999999998,24.0,147.0,1093.8900000000003,1.0,846200.1333333333,16.0,0
119.72,30.0,123.0,3435.34,1.0,920995.0833333334,18.0,0
107.4,58.0,32.0,344.0699999999997,1.0,720920.2666666667,16.0,0
115.92000000000002,53.0,57.0,3897.17,1.0,945446.5666666667,18.0,0
438.04,67.0,247.0,5358.95,1.0,630072.45,18.0,0
677.29,27.0,287.0,627.79,1.0,795699.2666666667,18.0,0
296.0,35.0,248.0,7418.82,1.0,775661.4166666666,16.0,0
299.09,36.0,84.0,5615.26,1.0,947033.2666666667,16.0,0
461.52,24.0,44.0,1995.1800000000003,1.0,775648.4833333333,16.0,0
100.51999999999998,50.0,110.0,453.3900000000003,1.0,926803.4666666667,17.0,0
85.35,66.0,166.0,2173.76,1.0,702238.0,16.0,0
79.75999999999999,39.0,170.0,6452.14,1.0,916783.0833333334,16.0,0
778.49,75.0,107.0,7713.67,1.0,705081.0,16.0,0
386.38,42.0,135.0,5528.36,1.0,935529.8666666667,16.0,0
165.25,35.0,106.0,9939.94,1.0,497700.13333333336,17.0,0
14.29000000000002,34.0,150.0,7016.99,1.0,885100.45,16.0,0
232.79,55.0,145.0,2661.3,1.0,591275.5666666667,17.0,0
1237.5599999999997,60.0,159.0,9410.17,1.0,513502.68333333335,17.0,0
92.29000000000002,54.0,115.0,2026.3199999999997,1.0,903833.4333333333,16.0,0
293.97,68.0,153.0,7371.85,1.0,513514.7,17.0,0
136.32,19.0,113.0,264.8299999999999,1.0,560959.0,18.0,0
251.06,36.0,34.0,10001.66,1.0,480402.98333333334,17.0,0
50.170000000000016,77.0,35.0,7752.14,1.0,594193.25,16.0,0
21.399999999999977,34.0,258.0,9594.11,1.0,451684.2,16.0,0
73.28,21.0,20.999999999999986,1329.4099999999999,1.0,870637.75,17.0,0
70.23000000000002,38.0,260.0,11624.93,1.0,601429.15,16.0,0
689.29,22.0,100.0,168.84000000000015,1.0,961357.7,17.0,0
745.03,28.0,231.0,160.5699999999997,1.0,660387.2166666667,17.0,0
54.610000000000014,58.0,160.0,7135.64,1.0,483357.25,16.0,0
54.05000000000001,27.0,146.0,469.1400000000003,1.0,804438.2,16.0,0
107.47,67.0,144.0,7517.5,1.0,823112.6666666666,17.0,0
611.11,20.0,282.0,919.8400000000001,4.0,550898.6833333333,18.0,-1
219.63,48.0,44.0,8013.63,1.0,517921.0333333333,16.0,0
188.7,54.0,123.0,5077.06,1.0,911048.9166666666,16.0,0
93.51999999999998,51.0,97.0,2791.2,1.0,644546.6666666666,17.0,0
275.92,62.0,107.0,1777.38,1.0,594079.7833333333,18.0,0
376.79,68.0,265.0,7749.14,1.0,926781.4333333333,17.0,0
8.980000000000018,66.0,56.0,4516.76,1.0,634563.6666666666,16.0,0
697.32,68.0,91.0,2016.02,1.0,781421.2333333333,16.0,0
17.44999999999999,18.0,88.0,1959.52,1.0,601408.3333333334,16.0,0
302.16,80.0,138.0,3876.61,5.0,550939.7666666667,17.0,-1
442.74,23.0,136.0,1790.27,1.0,553822.0666666667,17.0,0
623.9,27.0,249.0,711.4700000000003,1.0,653185.9,17.0,0
445.41,35.0,235.0,12154.66,3.0,503500.61666666664,16.0,-1
63.41,26.0,36.0,1546.2200000000003,1.0,497678.15,17.0,0
346.85,44.0,88.0,7208.15,1.0,527856.5833333334,18.0,0
71.94999999999999,59.0,53.0,9267.32,1.0,906686.5166666667,16.0,0
7.5,63.0,36.0,6485.78,1.0,900962.5666666667,16.0,0
206.46,65.0,279.0,3984.38,1.0,493300.7,18.0,0
423.11,60.0,47.0,412.77999999999975,1.0,673289.9333333333,18.0,0
35.839999999999975,54.0,172.0,4795.65,1.0,844727.05,17.0,0
88.6,28.0,105.0,246.5699999999997,1.0,905227.05,17.0,0
1431.3,18.0,168.0,1058.1300000000006,1.0,614244.6666666666,18.0,0
53.81,55.0,37.0,2564.62,2.0,553876.35,16.0,0
22.45999999999998,54.0,78.0,6631.5,1.0,772803.9166666666,16.0,0
334.89,21.0,260.0,1661.6800000000003,1.0,680505.5166666667,18.0,0
319.27,54.0,59.0,5504.01,1.0,680588.5,16.0,0
144.3,18.0,88.0,312.1899999999996,1.0,477525.91666666674,17.0,0
348.7,69.0,149.0,2445.58,1.0,794333.2166666667,17.0,0
366.21,62.0,181.0,10862.99,1.0,952694.5,17.0,0
99.11000000000001,55.0,12.0,5414.87,1.0,795790.9,16.0,0
539.35,55.0,127.0,3919.44,1.0,765516.9833333333,17.0,0
188.99,58.0,92.0,7315.34,1.0,741084.4333333333,16.0,0
1416.69,46.0,58.0,3740.73,1.0,946991.4,17.0,0
710.14,26.0,227.0,465.6300000000001,1.0,873591.6166666667,16.0,0
308.68,53.0,170.0,9992.36,1.0,886496.1,17.0,0
166.68,57.0,139.0,5141.19,1.0,846084.3833333333,18.0,0
0.9900000000000091,45.0,133.0,4317.85,1.0,601393.9666666667,16.0,0
505.19,30.0,128.0,5326.68,5.0,864945.25,16.0,-1
66.57999999999998,23.0,79.0,1636.3199999999997,1.0,483302.0833333333,17.0,0
223.43,77.0,178.0,7932.41,1.0,913809.9333333333,17.0,0
659.95,60.0,114.0,3927.69,1.0,591306.6833333333,16.0,0
634.86,27.0,45.0,588.5,1.0,650379.0833333334,16.0,0
286.5,30.0,60.0,8517.95,1.0,543791.2166666667,16.0,0
322.96,76.0,168.0,2401.59,1.0,493430.06666666665,16.0,0
654.48,19.0,114.0,6776.41,1.0,654693.1833333333,16.0,0
157.97,48.0,140.0,5529.92,1.0,722409.25,16.0,0
120.9,40.0,52.0,9009.42,1.0,692150.8666666667,16.0,0
254.77,57.0,57.0,5994.87,1.0,944119.6333333333,16.0,0
795.96,65.0,119.0,5468.58,1.0,579734.7166666667,17.0,0
149.25,39.0,142.0,5677.52,1.0,826048.9333333333,16.0,0
3.420000000000016,43.0,158.0,14180.21,1.0,584154.2166666667,16.0,0
68.19,40.0,189.0,9895.1,1.0,864960.3,16.0,0
493.42,39.0,111.0,2232.84,1.0,732408.4833333333,17.0,0
37.56999999999999,57.0,42.0,7739.54,1.0,802893.5166666667,18.0,0
127.0,19.0,68.0,431.15999999999985,5.0,598500.5166666667,17.0,-1
96.88999999999999,59.0,53.0,6044.93,1.0,862089.0833333334,16.0,0
448.33,25.0,161.0,922.1900000000005,1.0,795837.8,16.0,0
1116.48,51.0,55.0,447.52999999999975,1.0,594146.75,17.0,0
8.649999999999977,48.0,273.0,10778.35,1.0,745380.4333333333,17.0,0
65.57,41.0,82.0,7513.79,1.0,831762.1666666666,17.0,0
539.81,46.0,177.0,2051.25,1.0,895194.8166666667,16.0,0
363.53,63.0,142.0,1038.9099999999994,1.0,944107.05,17.0,0
64.9,51.0,72.0,6854.61,1.0,905266.65,16.0,0
358.18,18.0,157.0,619.8599999999997,1.0,826043.1,16.0,0
167.2,30.0,84.0,11320.83,1.0,944053.25,17.0,0
121.91,60.0,133.0,14510.8,1.0,715049.1166666667,18.0,0
137.57,54.0,70.0,5103.67,1.0,473205.0,17.0,0
534.62,55.0,45.0,13793.53,1.0,481815.11666666664,17.0,0
463.9200000000001,50.0,199.0,2403.39,1.0,866368.0333333333,16.0,0
320.14,60.0,96.0,3075.97,1.0,925388.9666666667,16.0,0
214.93,28.0,52.0,7835.4,1.0,775626.6,17.0,0
660.02,20.0,84.0,414.4300000000003,1.0,559630.9833333333,16.0,0
345.81,40.0,135.0,6116.8,1.0,715201.2833333333,16.0,0
143.54,71.0,80.0,6067.62,1.0,553922.2833333333,16.0,0
42.55000000000004,53.0,29.0,7341.43,1.0,840313.35,18.0,0
1063.2499999999998,21.0,128.0,1240.71,1.0,945559.4833333333,16.0,0
541.79,22.0,125.0,1454.08,1.0,648927.7333333333,16.0,0
40.56999999999999,26.0,63.0,1476.9099999999999,1.0,906664.1666666666,17.0,0
120.24000000000001,18.0,131.0,1943.13,2.0,624435.9666666667,16.0,0
498.67,28.0,244.0,1719.9700000000003,1.0,481909.01666666666,16.0,0
227.22,53.0,220.0,832.8199999999997,1.0,846079.8666666667,18.0,0
1182.86,30.0,34.0,7696.16,1.0,473282.11666666664,16.0,0
56.94,76.0,74.0,7004.63,1.0,473234.9166666667,16.0,0
629.8199999999999,68.0,159.0,6385.69,1.0,684949.6,16.0,0
59.44,35.0,176.0,5472.03,1.0,733813.6333333333,17.0,0
186.69,30.0,54.0,8602.22,1.0,447329.85,16.0,0
230.46,19.0,179.0,162.52999999999975,1.0,804395.3833333333,17.0,0
65.09,44.0,159.0,9370.9,1.0,885011.65,17.0,0
457.09,55.0,63.0,8570.82,1.0,761235.8,16.0,0
552.02,44.0,100.0,522.0799999999999,1.0,489077.65,16.0,0
377.12,34.0,61.0,836.6700000000001,1.0,644579.2166666667,17.0,0
204.56,18.0,179.0,364.72000000000025,1.0,604219.15,17.0,0
420.28,35.0,144.0,8557.32,1.0,772720.6,17.0,0
97.09,24.0,202.0,1579.5699999999997,4.0,825939.6166666667,18.0,-1
124.59,27.0,171.0,129.28999999999996,1.0,789997.05,17.0,0
73.88,39.0,34.0,6474.41,1.0,967181.85,16.0,0
77.43,21.0,169.0,1380.21,1.0,942715.35,16.0,0
106.15999999999997,56.0,277.0,7487.79,4.0,820247.05,17.0,-1
245.93,54.0,172.0,7986.63,1.0,743838.3833333333,18.0,0
622.41,64.0,125.0,7322.01,1.0,473230.11666666664,16.0,0
43.72999999999999,34.0,145.0,9929.43,1.0,836127.0666666667,16.0,0
1282.86,19.0,68.0,1830.98,1.0,775634.8666666667,16.0,0
2.0299999999999727,33.0,28.0,3012.31,1.0,443041.75,16.0,0
770.65,31.0,137.0,7198.8,1.0,702139.5833333334,17.0,0
260.31,63.0,113.0,10980.38,1.0,885085.1333333333,16.0,0
356.1,26.0,187.0,868.3500000000004,1.0,540957.3833333333,16.0,0
27.069999999999993,80.0,39.0,3773.29,1.0,876390.9333333333,17.0,0
119.88999999999999,67.0,60.0,6697.77,1.0,461697.51666666666,17.0,0
106.38999999999999,37.0,281.0,9410.99,1.0,906568.3833333333,18.0,0
12.04000000000002,37.0,58.0,6213.32,1.0,510719.55,16.0,0
365.7,21.0,115.0,368.77999999999975,2.0,931174.6166666667,16.0,0
29.379999999999995,28.0,63.0,1663.31,1.0,903820.9833333333,16.0,0
319.85,60.0,148.0,711.6599999999999,1.0,671963.3833333333,16.0,0
350.14,75.0,38.0,2403.25,1.0,850397.9666666667,18.0,0
163.94,52.0,73.0,5957.37,1.0,660320.2333333333,18.0,0
170.53,24.0,58.0,801.0100000000002,1.0,916630.0833333334,18.0,0
262.22,40.0,136.0,5711.71,1.0,690623.8,17.0,0
41.49000000000001,24.0,13.000000000000014,928.3299999999999,1.0,805884.7166666667,16.0,0
121.43,52.0,243.0,7365.28,1.0,854866.9166666666,16.0,0
350.46,51.0,165.0,5839.38,1.0,477590.5,16.0,0
220.40999999999997,26.0,155.0,5116.98,1.0,614367.25,16.0,0
33.45999999999998,72.0,111.0,3641.07,1.0,896597.15,16.0,0
104.79000000000002,70.0,223.0,1352.19,1.0,654723.5833333334,16.0,0
246.27,29.0,141.0,7299.86,1.0,450202.45,16.0,0
48.849999999999994,19.0,176.0,1503.56,1.0,477562.05,16.0,0
332.0,69.0,17.0,5943.13,1.0,801579.3666666667,16.0,0
118.1,54.0,167.0,895.6599999999999,1.0,532280.0166666667,16.0,0
84.59,67.0,10.0,5669.1,1.0,813072.4333333333,16.0,0
295.64,21.0,82.0,1061.96,1.0,468879.38333333336,17.0,0
514.33,25.0,160.0,1592.94,1.0,749745.15,16.0,0
992.1700000000001,43.0,169.0,6215.96,1.0,886429.1333333333,18.0,0
94.58999999999997,39.0,34.0,6171.89,1.0,487626.61666666664,17.0,0
80.43,59.0,157.0,5987.67,1.0,964318.5833333334,16.0,0
54.25,68.0,37.0,14783.33,1.0,664757.05,16.0,0
178.88,76.0,93.0,4708.29,4.0,725201.0333333333,17.0,-1
518.85,22.0,82.0,1806.0,1.0,543688.8333333334,18.0,0
10.649999999999977,54.0,161.0,13240.719999999998,1.0,805905.5333333333,16.0,0
198.62,27.0,84.0,1196.0699999999997,1.0,775667.4,16.0,0
107.03,27.0,73.0,1408.0699999999997,1.0,876345.0,18.0,0
139.57,19.0,263.0,271.77999999999975,3.0,507728.2,17.0,-1
312.47,49.0,148.0,9419.27,4.0,794323.65,17.0,1
346.11,41.0,213.0,9551.64,1.0,964267.7666666667,17.0,0
138.06,44.0,159.0,1070.4700000000007,1.0,673364.9833333333,17.0,0
158.02,49.0,120.0,9374.24,1.0,591300.7166666667,17.0,0
830.01,66.0,96.0,4253.18,1.0,679167.4666666667,16.0,0
435.5,55.0,112.0,6981.03,1.0,775528.5833333334,18.0,0
110.49000000000001,57.0,47.999999999999986,10483.93,1.0,532265.55,17.0,0
329.4,34.0,68.0,9588.07,1.0,453097.76666666666,16.0,0
635.4,47.0,106.0,1238.1099999999997,1.0,592756.75,16.0,0
769.97,22.0,23.0,1244.9300000000003,1.0,902233.1166666667,18.0,0
175.07,26.0,169.0,1040.25,1.0,614301.9166666666,17.0,0
7.310000000000002,78.0,282.0,5757.67,1.0,715203.0666666667,16.0,0
175.14999999999998,27.0,32.0,1712.65,1.0,519307.06666666665,17.0,0
32.54000000000002,25.0,183.0,1544.88,4.0,703661.4333333333,16.0,1
121.82,60.0,119.0,13293.829999999998,1.0,608507.2666666667,18.0,0
56.119999999999976,30.0,102.0,8839.67,1.0,601279.5833333334,18.0,0
424.7,56.0,178.0,6239.89,1.0,926791.1833333333,17.0,0
35.160000000000025,32.0,130.0,8459.18,1.0,540860.1833333333,17.0,0
35.73000000000002,65.0,87.0,9073.17,1.0,735323.1,16.0,0
3.4399999999999977,78.0,108.0,7561.33,1.0,942647.8333333334,17.0,0
1342.25,21.0,235.0,694.0299999999997,1.0,800036.0833333334,18.0,-1
139.03,50.0,81.0,2276.57,1.0,621491.3333333334,18.0,0
254.92,28.0,169.0,2791.12,1.0,594243.2,16.0,0
115.11000000000001,28.0,139.0,9808.97,1.0,789995.9333333333,17.0,0
171.11,57.0,171.0,6324.09,1.0,775636.2666666667,16.0,0
168.54,70.0,142.0,13406.0,2.0,922555.0166666667,16.0,0
420.76,51.0,76.0,6581.55,1.0,892324.05,16.0,0
408.46,64.0,28.0,3140.79,1.0,883670.5666666667,16.0,0
1162.42,30.0,45.0,10357.26,1.0,631653.45,16.0,0
342.17,21.0,247.0,461.8299999999999,1.0,468958.8333333333,16.0,0
580.71,53.0,95.0,5670.0,1.0,591333.1,16.0,0
821.54,79.0,36.0,4040.32,1.0,633000.6833333333,18.0,0
253.47,20.0,238.0,220.51000000000022,1.0,732421.0666666667,17.0,0
22.810000000000002,62.0,75.0,3634.76,1.0,755414.9333333333,17.0,0
266.57,39.0,96.0,7180.48,1.0,705010.1833333333,17.0,0
374.61,75.0,37.0,1389.71,1.0,622900.8,18.0,0
339.35,78.0,70.0,5002.7,1.0,921119.5,16.0,0
810.3600000000001,20.0,67.0,9239.12,1.0,945548.2666666667,16.0,0
9.829999999999984,24.0,86.0,666.4200000000001,1.0,674824.7666666667,17.0,0
135.57,51.0,116.0,11351.64,1.0,732414.1666666666,17.0,0
340.05,43.0,37.0,7234.15,1.0,538000.8333333334,17.0,0
283.45,27.0,127.0,2049.51,1.0,552404.0666666667,17.0,0
100.99000000000001,68.0,114.0,8865.27,1.0,755508.7166666667,16.0,0
90.88,18.0,176.0,3908.47,1.0,896598.4,16.0,0
655.15,26.0,264.0,5587.44,1.0,967184.35,16.0,0
320.55,50.0,118.0,438.75,1.0,795776.45,17.0,0
41.50999999999999,28.0,47.999999999999986,609.6000000000004,1.0,571164.35,16.0,0
71.52999999999997,68.0,39.0,2393.73,1.0,533722.5833333334,16.0,0
467.13,54.0,45.0,3914.84,1.0,579768.5333333333,17.0,0
235.4,28.0,70.0,818.3599999999997,1.0,582667.8,17.0,0
159.32,18.0,100.0,304.4399999999996,1.0,946873.3166666667,18.0,0
50.829999999999984,30.0,47.999999999999986,9553.42,1.0,463203.86666666664,16.0,0
56.889999999999986,59.0,56.0,3034.67,1.0,921005.9333333333,18.0,0
20.21999999999997,43.0,138.0,5515.32,1.0,870580.2166666667,18.0,0
50.400000000000006,36.0,84.0,1677.0100000000002,1.0,846184.55,17.0,0
73.88,53.0,131.0,4055.55,1.0,785665.5833333334,17.0,0
119.60999999999999,33.0,53.0,9899.94,1.0,864946.45,16.0,0
1241.05,18.0,129.0,756.7399999999998,1.0,502065.11666666664,16.0,0
116.57999999999998,43.0,247.0,2620.74,1.0,620128.5333333333,16.0,0
1919.11,30.0,161.0,11090.24,1.0,713662.0333333333,17.0,-1
391.96,64.0,79.0,2174.16,1.0,725264.8166666667,16.0,0
156.26,46.0,160.0,7854.1,1.0,967099.75,17.0,0
427.0,49.0,163.0,8253.65,1.0,664743.0166666667,17.0,0
443.68,18.0,137.0,874.1499999999996,1.0,804311.9,18.0,0
101.75999999999999,31.0,26.0,6043.25,1.0,896563.7333333333,17.0,0
67.57,37.0,107.0,2766.12,1.0,640286.6166666667,16.0,0
326.29,56.0,179.0,8171.26,1.0,480420.15,17.0,0
158.56,33.0,100.0,5401.21,1.0,885042.5833333334,17.0,0
56.02000000000004,27.0,142.0,3548.02,1.0,725177.4833333333,17.0,0
288.28,27.0,36.0,160.82999999999993,1.0,945535.15,17.0,0
245.67,24.0,107.0,752.25,1.0,967052.6333333333,18.0,0
152.18,39.0,176.0,2459.84,4.0,654673.4666666667,16.0,1
114.35,41.0,20.999999999999986,469.1199999999999,1.0,493433.9,16.0,0
373.27,61.0,79.0,8441.61,1.0,683403.55,18.0,0
504.63,60.0,168.0,3806.16,1.0,513540.6666666667,17.0,0
126.22,46.0,77.0,6133.41,4.0,791502.4333333333,16.0,1
820.1500000000001,47.0,181.0,8802.97,1.0,463177.55,16.0,0
986.81,68.0,127.0,14881.77,1.0,840436.5666666667,16.0,0
8.370000000000005,63.0,135.0,1106.3400000000001,1.0,952789.9333333333,16.0,0
197.49,53.0,30.0,5005.33,1.0,705089.9166666666,16.0,0
637.97,58.0,90.0,7949.03,1.0,543770.6333333333,17.0,0
13.519999999999982,26.0,65.0,259.77000000000044,1.0,775635.0333333333,16.0,0
432.1,49.0,240.0,2114.3,1.0,856301.9833333333,16.0,0
375.17,51.0,66.0,5495.3,2.0,741050.55,17.0,0
642.68,50.0,94.0,8461.46,1.0,900911.45,16.0,0
78.44,52.0,292.0,6870.84,1.0,502005.15,17.0,0
139.72,49.0,201.0,5058.83,1.0,946935.4,17.0,0
499.99,31.0,296.0,8885.0,1.0,661927.8,16.0,0
10.069999999999993,24.0,49.0,530.8099999999995,1.0,945561.2666666667,16.0,0
120.62,23.0,85.0,9379.53,1.0,886529.4666666667,16.0,0
578.49,59.0,180.0,6475.13,1.0,553819.9833333333,17.0,0
119.30000000000001,34.0,22.0,319.03999999999996,5.0,624480.0166666667,16.0,-1
280.92,41.0,168.0,5298.85,1.0,442904.85,18.0,0
42.420000000000016,21.0,102.0,490.5699999999997,1.0,751129.2333333333,17.0,0
77.03,67.0,259.0,11310.27,1.0,725230.2166666667,16.0,0
22.589999999999975,62.0,45.0,3988.75,1.0,846235.7666666667,16.0,0
568.76,51.0,155.0,7484.32,1.0,563963.3166666667,16.0,0
25.939999999999998,58.0,211.0,4815.11,5.0,553753.1166666667,18.0,-1
105.94,51.0,207.0,5963.1,1.0,654727.0666666667,16.0,0
733.29,52.0,94.0,10427.0,5.0,863364.9333333333,18.0,-1
350.15,21.0,195.0,296.47000000000025,1.0,493430.20000000007,16.0,0
1151.18,65.0,105.0,1100.0599999999995,1.0,628720.5833333334,17.0,0
183.67,19.0,238.0,910.2600000000002,1.0,715199.6,16.0,0
278.27,29.0,123.0,6684.34,1.0,826042.05,16.0,0
470.3,40.0,88.0,8524.09,1.0,602721.25,18.0,0
261.69,53.0,84.0,5126.65,1.0,493359.73333333334,17.0,0
365.04,22.0,94.0,873.8900000000003,1.0,876462.1833333333,16.0,0
211.1,57.0,136.0,7059.77,1.0,599948.2166666667,16.0,0
21.49000000000001,58.0,240.0,11991.24,1.0,791476.85,16.0,0
63.579999999999984,18.0,199.0,8086.04,1.0,604228.7,17.0,0
321.86,63.0,167.0,12626.49,1.0,674860.7333333333,16.0,0
12.110000000000014,75.0,127.0,1730.2799999999997,1.0,471829.7166666667,16.0,0
642.54,44.0,28.0,3143.17,1.0,782721.2833333333,18.0,0
210.45,27.0,146.0,1242.4899999999998,1.0,473239.31666666665,16.0,0
313.65,55.0,173.0,1886.3599999999997,1.0,926882.7,16.0,0
99.75999999999999,26.0,131.0,416.8900000000003,1.0,654704.8166666667,16.0,0
115.32,53.0,113.0,5929.08,1.0,673364.4833333333,17.0,0
33.610000000000014,23.0,72.0,479.0799999999999,1.0,634483.6666666666,17.0,0
498.59,33.0,32.0,5862.99,1.0,926866.5333333333,16.0,0
98.81,27.0,91.0,797.1000000000004,1.0,614359.9666666667,16.0,0
1.8700000000000045,65.0,147.0,7287.94,1.0,548015.1166666667,18.0,0
78.92000000000002,59.0,95.0,5624.86,1.0,730870.7666666667,18.0,0
194.29,39.0,10.0,2988.41,1.0,936963.25,16.0,0
28.730000000000018,53.0,185.0,2712.96,1.0,532316.6666666666,16.0,0
105.53,24.0,88.0,1433.6599999999999,1.0,729573.9,16.0,0
737.34,30.0,34.0,7336.56,1.0,856222.7333333333,17.0,0
237.86,18.0,210.0,475.6300000000001,1.0,916701.6833333333,17.0,0
409.61,65.0,89.0,11698.15,1.0,672004.4666666667,16.0,0
75.53,21.0,157.0,1034.35,1.0,634471.1,17.0,0
72.75,64.0,15.0,12042.79,1.0,795817.2666666667,16.0,0
39.110000000000014,26.0,143.0,518.54,1.0,618602.8333333334,18.0,0
1309.79,23.0,139.0,1258.9300000000003,1.0,876457.5166666667,16.0,0
729.38,68.0,90.0,9127.65,1.0,512084.55,17.0,0
137.49,34.0,50.0,4471.05,1.0,671952.9333333333,16.0,0
504.71,29.0,61.0,6214.54,1.0,825940.7666666667,18.0,0
371.47,24.0,58.0,1187.04,1.0,754071.9833333333,16.0,0
430.35,36.0,205.0,354.89999999999964,1.0,896567.8,17.0,0
230.32,35.0,56.0,791.46,1.0,775553.0166666667,18.0,0
121.70999999999998,52.0,140.0,5878.89,1.0,612909.0,17.0,0
98.87,20.0,179.0,533.1999999999998,1.0,965655.85,17.0,0
117.55000000000001,24.0,35.0,897.9400000000005,1.0,769896.1,16.0,0
244.64,30.0,103.0,9159.56,1.0,895045.2333333333,18.0,0
321.93,45.0,12.0,4392.73,1.0,483220.6666666667,18.0,0
1092.73,58.0,11.0,1390.98,1.0,936883.35,17.0,0
283.23,40.0,98.0,2008.77,1.0,916758.8833333333,16.0,0
346.65,30.0,60.0,6356.96,1.0,443029.75,16.0,0
381.62,64.0,164.0,6009.12,1.0,931171.3,16.0,0
388.65,76.0,43.0,7896.85,1.0,895205.7,16.0,0
29.21999999999997,24.0,151.0,1649.4300000000003,1.0,700672.9666666667,18.0,0
46.75,67.0,150.0,2840.43,1.0,664711.8166666667,17.0,0
348.64,57.0,128.0,3274.96,1.0,739619.2166666667,17.0,0
319.17,73.0,81.0,6501.56,1.0,954190.7833333333,16.0,0
73.94999999999999,26.0,76.0,363.9200000000001,1.0,527967.6166666667,16.0,0
389.63,27.0,99.0,9748.48,1.0,902388.8166666667,16.0,0
217.61,19.0,45.0,1404.5299999999997,1.0,861993.6166666667,17.0,0
199.84,21.0,150.0,706.4400000000005,1.0,947047.6666666666,16.0,0
56.349999999999994,44.0,75.0,5095.73,1.0,912478.6,16.0,0
248.95,65.0,29.0,3059.79,1.0,729589.95,16.0,0
142.58,33.0,145.0,7844.23,1.0,725265.9166666666,16.0,0
1020.73,28.0,87.0,1119.6099999999992,1.0,674849.4333333333,16.0,0
84.34,58.0,248.0,5313.97,3.0,741101.5833333334,16.0,-1
1607.55,31.0,156.0,6227.99,1.0,610060.5,16.0,0
333.78,60.0,98.0,6810.94,1.0,489014.0333333333,17.0,0
332.59,55.0,143.0,1457.0699999999997,1.0,690618.8666666667,17.0,0
236.81,22.0,15.0,813.6800000000003,1.0,539467.3833333333,16.0,0
417.8,27.0,130.0,1518.8199999999997,1.0,715188.05,16.0,0
319.27,50.0,150.0,10269.78,1.0,654677.3333333334,16.0,0
384.1,42.0,172.0,672.79,1.0,762578.7333333333,18.0,0
820.6200000000001,61.0,158.0,6024.8,1.0,880728.4833333333,17.0,0
474.77,56.0,50.0,2158.59,1.0,453100.2666666666,16.0,0
542.72,43.0,92.0,6011.8,1.0,614250.9333333333,18.0,0
79.80000000000001,73.0,76.0,6372.58,1.0,457369.23333333334,17.0,0
46.24000000000001,57.0,52.0,2569.56,1.0,866401.6333333333,16.0,0
327.8,61.0,54.0,10585.48,1.0,499104.81666666665,17.0,0
445.79,52.0,161.0,717.9899999999998,1.0,699292.4333333333,17.0,0
55.889999999999986,72.0,150.0,3689.65,1.0,640277.05,16.0,0
158.41,28.0,16.0,1512.1599999999999,1.0,912461.0833333334,16.0,0
